L scutulata,6,15,18,15,48,17,11,6,36,23,18,5,22,20,12,65,30,17,25,65,38,30,40,26,22,39,7,8,11,4,8,8,9,7,19,5,,,,,,,,,,,,,,,,,,,,
Lottids,55,99,101,108,114,116,137,67,152,159,141,52,243,110,112,56,88,41,27,123,109,61,159,45,96,77,67,5,26,16,27,19,7,31,83,61,,,,,,,,,,,,,,,,,,,,
Barnacles,25,20,12,10,75,40,40,3,40,20,30,25,40,40,60,15,40,15,25,15,40,35,30,45,50,45,30,14,35,60,65,35,80,80,45,30,,,,,,,,,,,,,,,,,,,,
Mytilus,20,0.5,24,7,7,15,25,3,10,10,15,10,5,10,5,15,15,30,40,25,20,30,28,12,3,12,8,0.5,2,12,6,4,6,6,16,22,,,,,,,,,,,,,,,,,,,,
Nucella,3,,,1,,1,2,1,1,1,13,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnacle spat,,,,,,,,,,,,,0.5,2,20,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
Pagurus,,,,,,1,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leptasterias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siphonaria,,10,2,,,,,6,,1,1,,,,,,2,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,
Emplectonema,6,1,1,3,7,2,1,2,12,7,3,1,1,4,2,1,1,1,1,4,2,2,2,1,1,,,,,4,1,3,1,3,8,2,,,,,,,,,,,,,,,,,,,,
Amphiporous,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onchidella,,3,4,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paranemertes,1,,,,,,,,,,,2,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirorbidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katharina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antho artemesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
