L scutulata,10,0,17,15,4,15,7,5,3,19,3,12,2,15,7,53,21,6,3,5,7,3,3,8,6,5,12,12,30,42,37,110,30,28,2,65,,,,,,,,,,,,,,,,,,,,
Lottids,80,30,5,70,80,43,130,41,36,18,65,67,110,57,10,42,31,32,0,25,23,32,12,45,60,35,18,0,9,10,45,45,6,70,180,70,,,,,,,,,,,,,,,,,,,,
Barnacles,10,3,6,20,5,20,18,7,55,97,80,35,45,8,85,26,44,18,20,8,22,25,12,20,20,30,12,22,30,40,60,35,55,25,30,70,,,,,,,,,,,,,,,,,,,,
Mytilus,3,0.5,1,1,4,22,4,4,12,1,1,7,30,3,3,1,9,4,3,18,8,10,10,16,15,6,7,0.5,3,0.5,7,11,2,12,18,20,,,,,,,,,,,,,,,,,,,,
Nucella,,,,,,,,,,,,,0,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnacle spat,0.5,30,0.5,0.5,1,0.5,0.5,1,25,65,25,5,1,1,0,23,20,4,14,0.5,8,20,0.5,6,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,
Pagurus,8,0,1,20,12,6,0,0,0,0,0,,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,
Leptasterias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siphonaria,1,1,2,1,7,0,0,4,3,3,8,29,1,1,1,3,7,2,1,1,1,0,0,0,2,0,0,0,0,0,3,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,
Emplectonema,1,0,2,0,0,2,2,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,2,1,,,,,,,,,,,,,,,,,,,,
Amphiporous,0,0,0,0,1,1,3,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
Onchidella,5,5,6,1,1,17,1,9,1,0,0,47,0,20,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Paranemertes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirorbidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katharina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antho artemesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porphyra,0.5,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,1,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Lepidochiton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Flatworm,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
